Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Porsche,1978,911,Convertible,1978 Porsche 911 SC,USED,Manual,"6 cyl, 3 L",Rear,Leaded,0 L / 100 km,145600,Blue / -,"Medlow Bath, NSW",6 cyl,Convertible, 2 Doors, 4 Seats,more than 70000 AUD
Nissan,2023,Z,Coupe,2023 Nissan Z,USED,Automatic,"6 cyl, 3 L",Rear,Premium,9.8 L / 100 km,1126,Grey / Black,"Carlton, NSW",6 cyl,Coupe, 2 Doors, 2 Seats,more than 70000 AUD
Jeep,2020,Wrangler,SUV,2020 Jeep Wrangler Unlimited Rubicon (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,10.3 L / 100 km,19173,Blue / Black,"Morley, WA",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Alfa,2019,Romeo,SUV,2019 Alfa Romeo Stelvio Quadrifoglio,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,10.2 L / 100 km,63319,Blue / Black,"Nunawading, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2017,Landcruiser,Ute / Tray,2017 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,107970,White / -,"Acacia Ridge, QLD",8 cyl,Ute / Tray, 2 Doors, 3 Seats,more than 70000 AUD
Toyota,2021,Landcruiser,SUV,2021 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,53425,White / -,"South Morang, VIC",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Mercedes-Benz,2018,AMG,Coupe,2018 Mercedes-Benz AMG GT,USED,Automatic,"8 cyl, 4 L",Rear,Premium,9.4 L / 100 km,54601,Grey / Black,"Auburn, NSW",8 cyl,Coupe, 2 Doors, 2 Seats,more than 70000 AUD
Land,2021,Rover,SUV,2021 Land Rover Range Rover Evoque P200 R-Dynamic S (147KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,18027,White / -,"Mansfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2015,Landcruiser,SUV,2015 Toyota Landcruiser Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,111568,Grey / -,"Chatswood, NSW",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Land,2018,Rover,SUV,2018 Land Rover Range Rover Autobiography SDV8 LWB,USED,Automatic,"8 cyl, 4.4 L",AWD,Diesel,8.4 L / 100 km,93127,Black / Red,"Glebe, NSW",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Jeep,2019,Grand,SUV,2019 Jeep Grand Cherokee SRT (4X4),USED,Automatic,"8 cyl, 6.4 L",4WD,Premium,14 L / 100 km,56452,Black / -,"Thebarton, SA",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2019,Alphard,USED Dealer ad,2019 Toyota Alphard EXECUTIVE LOUNGE HYBRID 2.5L AWD 7 SEATER,USED,-,-,Other,-,-,38593,White / -,"Moorabbin, VIC",-,Wagon,,,more than 70000 AUD
Lexus,2022,LX500D,SUV,2022 Lexus LX500D Sports Luxury,USED,Automatic,"6 cyl, 3.3 L",AWD,Diesel,8.9 L / 100 km,618,- / -,"Belmore, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Lexus,2020,RC,Coupe,2020 Lexus RC F,USED,Automatic,"8 cyl, 5 L",Rear,Premium,11.2 L / 100 km,51418,Red / Black,"Berwick, VIC",8 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser Prado Kakadu,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,19289,White / -,"Mosman, NSW",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Lexus,2020,RX350,SUV,2020 Lexus RX350 Luxury + Enhancement Pack,USED,Automatic,"6 cyl, 3.5 L",AWD,Premium,9.6 L / 100 km,44694,Gold / -,"Mulgrave, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Jeep,2022,Gladiator,Ute / Tray,2022 Jeep Gladiator Night Eagle (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,12.4 L / 100 km,11980,Green / Black,"Bundoora, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2021,Land,Pacific Toyota Used,2021 Toyota Land Cruiser Prado VX 2.8L T DIESEL AUTOMATIC WAGON,USED,Automatic,-,Other,-,-,88908,White / -,"Bungalow, QLD",-,Wagon,,,more than 70000 AUD
Toyota,2019,Land,Orange Toyota (Used),2019 Toyota Land Cruiser VX,USED,Automatic,-,Other,Diesel,-,102621,White / Leather,"Orange, NSW",-,Wagon,,,more than 70000 AUD
Mercedes-Benz,2016,GLE43,SUV,2016 Mercedes-Benz GLE43 4Matic,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,76499,White / -,"Canning Vale, WA",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2017,E300,Convertible,2017 Mercedes-Benz E300,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.4 L / 100 km,47756,White / Black,"Mulgrave, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,more than 70000 AUD
Audi,2018,RS3,Sedan,2018 Audi RS3 Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.4 L / 100 km,60000,Black / -,"Ryde, NSW",5 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,GR,Hatchback,2023 Toyota GR Corolla GTS,USED,Manual,"3 cyl, 1.6 L",AWD,-,8.4 L / 100 km,1321,White / -,"Hamilton, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,Landcruiser,SUV,2023 Toyota Landcruiser LC300 Sahara ZX (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9 L / 100 km,750,White / Black Leather Accented,"Maddington, WA",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Nissan,2020,Patrol,SUV,2020 Nissan Patrol TI (4X4),USED,Automatic,"8 cyl, 5.6 L",4WD,Premium,14.4 L / 100 km,98450,White / -,"Cannington, WA",8 cyl,SUV, 4 Doors, 8 Seats,more than 70000 AUD
Audi,2021,Q5,SUV,2021 Audi Q5 45 Tfsi Quattro Mhev,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,8 L / 100 km,69304,White / Black,"Kirrawee, NSW",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Holden,1984,HDT,Sedan,1984 Holden HDT Commodore SS Group III,USED,Manual,"8 cyl, 5 L",Rear,Leaded,0 L / 100 km,204733,White / Blue,"Chipping Norton, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Land,2014,Rover,SUV,2014 Land Rover Range Rover Vogue SE SDV8,USED,Automatic,"8 cyl, 4.4 L",AWD,Diesel,8.7 L / 100 km,118684,Red / Black,"Nedlands, WA",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Genesis,2022,GV80,SUV,2022 Genesis GV80 3.5T AWD 7 Seat,USED,Automatic,"6 cyl, 3.5 L",AWD,Premium,11.7 L / 100 km,31328,White / Black,"Mcgraths Hill, NSW",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
BMW,2023,X5,SUV,2023 BMW X5 M50I,USED,Automatic,"8 cyl, 4.4 L",AWD,Premium,11.5 L / 100 km,158,White / Black,"Carlton, NSW",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser LC300 Sahara (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9 L / 100 km,12213,Brown / Black,"Myaree, WA",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
BMW,2016,M5,Sedan,2016 BMW M5,USED,Automatic,"8 cyl, 4.4 L",Rear,Premium,9.9 L / 100 km,81663,Black / -,"Kirrawee, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Porsche,2020,Cayenne,Porsche Centre Perth used,2020 Porsche Cayenne GTS Coupe Tiptronic,USED,Automatic,-,Other,Premium,-,18300,"White / Extended Partial Leather Interior, Seat Centres In Fabric, Black","Nedlands, WA",-,Wagon,,,more than 70000 AUD
Audi,2019,Q8,SUV,2019 Audi Q8 55 Tfsi Quattro (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,9.2 L / 100 km,70847,Grey / Black,"Hallam, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Volkswagen,2022,Amarok,Ute / Tray,2022 Volkswagen Amarok TDI580 W580 4Motion,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,13384,White / Black,"Burwood, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Land,2014,Rover,Lorbek Luxury Cars Melbourne,2014 Land Rover Range Rover Autobiography SDV8,USED,Automatic,-,AWD,Diesel,-,148452,Black / -,"Port Melbourne, VIC",-,Wagon,,,more than 70000 AUD
Tesla,2022,Model,USED Dealer ad,2022 Tesla Model Y Rear-Wheel Drive,USED,-,-,Rear,Electric,-,1637,Blue / -,"Moorabbin, VIC",-,Wagon,,,more than 70000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.8 L / 100 km,48995,Blue / Ebony Seats/Ebony Interior/Ebony Headlining,"Geelong, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Lexus,2021,NX350,SUV,2021 Lexus NX350 F Sport + EP1 AWD,USED,Automatic,"4 cyl, 2.4 L",AWD,Premium,8.1 L / 100 km,8309,Grey / -,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
HSV,2013,Clubsport,Sedan,2013 HSV Clubsport R8,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,13.9 L / 100 km,95066,Black / Black,"Wangara, WA",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2018,E400,Coupe,2018 Mercedes-Benz E400 4Matic,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.5 L / 100 km,33000,White / -,"Molendinar, QLD",6 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Ram,2019,1500,Ute / Tray,2019 Ram 1500 Laramie (4X4) FD3.9 W/Ramboxes,USED,Automatic,"8 cyl, 5.7 L",4WD,Unleaded,12.2 L / 100 km,59797,Grey / Black,"Biloela, QLD",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Velar P550 SV A/B Dynamic (405KW),USED,Automatic,"8 cyl, 5 L",AWD,Premium,11.7 L / 100 km,57967,White / Black,"Concord, NSW",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Aston,2022,Martin,TCB Bespoke,2022 Aston Martin Vantage,USED,Automatic,-,Rear,Premium,-,98,White / -,"Laverton North, VIC",-,Coupe,,,more than 70000 AUD
Toyota,2020,Land,USED Dealer ad,2020 Toyota Land Cruiser Prado,USED,-,-,Other,Diesel,-,65018,White / Black,"Osborne Park, WA",-,Wagon,,,more than 70000 AUD
Toyota,2022,Kluger,SUV,2022 Toyota Kluger Grande Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,5546,Red / -,"Alexandria, NSW",4 cyl,SUV, 5 Doors, 7 Seats,more than 70000 AUD
Land,2014,Rover,Newcastle Vehicle Exchange,2014 Land Rover Range Rover Sport SDV8 HSE Dynamic,USED,Automatic,-,Other,Diesel,-,77759,Red / Black,"New Lambton, NSW",-,Wagon,,,more than 70000 AUD
Mercedes-Benz,2020,GLE,SUV,2020 Mercedes-Benz GLE 450 4Matic (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,9.1 L / 100 km,28870,Black / Black,"Nedlands, WA",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2017,E300,Coupe,2017 Mercedes-Benz E300,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,35200,Black / Black,"Chatswood, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Toyota,2018,Landcruiser,Ute / Tray,2018 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,128000,White / -,"Mill Park, VIC",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2021,Marco,Wagon,2021 Mercedes-Benz Marco Polo Activity 220D RWD,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,6.9 L / 100 km,20156,Black / -,"Moruya, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser LC300 GXL (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9 L / 100 km,18112,White / Grey,"Myaree, WA",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser GXL (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,48930,White / Grey,"Vermont, VIC",8 cyl,Ute / Tray, 2 Doors, 2 Seats,more than 70000 AUD
Tesla,2016,Model,SUV,2016 Tesla Model X 90D,USED,Automatic,0 L,4WD,Electric,0 L / 100 km,74005,White / Black,"Liverpool, NSW",0 L,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Hilux,Windsor Toyota Used,2022 Toyota Hilux,USED,Automatic,-,Other,-,-,7154,Black / -,"Windsor, NSW",-,Ute / Tray,,,more than 70000 AUD
Mercedes-Benz,2007,S65,Sedan,2007 Mercedes-Benz S65 L AMG,USED,Automatic,"12 cyl, 6 L",Rear,Premium,14.9 L / 100 km,76050,Silver / Black Leather,"Rydalmere, NSW",12 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 3.0 (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.4 L / 100 km,15488,Grey / Ebony Leathe,"Kedron, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Ram,2020,1500,Commercial,2020 Ram 1500 Express (4X4) BLK PAK W/Rboxes,USED,Automatic,"8 cyl, 5.7 L",4WD,Unleaded,12.2 L / 100 km,93393,White / Black,"Bundoora, VIC",8 cyl,Commercial, 4 Doors, 5 Seats,more than 70000 AUD
Mazda,2023,BT-50,Ute / Tray,2023 Mazda BT-50 XTR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,1830,Silver / -,"Bentley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Land,2023,Rover,SUV,2023 Land Rover Range Rover Sport D350 HSE Dynamic (258KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.2 L / 100 km,1309,Grey / -,"Rushcutters Bay, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Audi,2022,SQ5,SUV,2022 Audi SQ5 3.0 TDI Quattro Mhev,USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,7.1 L / 100 km,1867,White / Black-Black-Rock Gray,"Tullamarine, VIC",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser LC300 GXL (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9 L / 100 km,17629,Grey / Black Fabric,"Midland, WA",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Mercedes-Benz,2018,E53,Sedan,2018 Mercedes-Benz E53 4Matic+ EQ (hybrid),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,8.7 L / 100 km,43769,Silver / Black,"Albion, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2016,Landcruiser,Ute / Tray,2016 Toyota Landcruiser GXL (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,129438,White / -,"Bentley, WA",8 cyl,Ute / Tray, 2 Doors, 2 Seats,more than 70000 AUD
BMW,2022,2,Kloster BMW and MINI Garage - used,2022 BMW 2 SERIES 230i Steptronic M Sport,USED,Automatic,-,Rear,Premium,-,4140,Purple / Black Leather,"Newcastle West, NSW",-,Coupe,,,more than 70000 AUD
Holden,2016,Commodore,Sedan,2016 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,11.8 L / 100 km,10000,Red / -,"Rockingham, WA",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2018,GLE63,SUV,2018 Mercedes-Benz GLE63 S 4Matic,USED,Automatic,"8 cyl, 5.5 L",AWD,Premium,11.9 L / 100 km,46214,Blue / Blue,"Berwick, VIC",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Nissan,1989,Skyline,USED Dealer ad,1989 Nissan Skyline,USED,Manual,-,Other,Premium,-,41489,Grey / Black,"Smeaton Grange, NSW",-,,,,more than 70000 AUD
Land,2014,Rover,SUV,2014 Land Rover Range Rover HSE TDV6,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.5 L / 100 km,113018,Green / Beige,"Petersham, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Mercedes-Benz,2018,S450,Sedan,2018 Mercedes-Benz S450 L,USED,Automatic,"8 cyl, 3 L",Rear,Premium,8.4 L / 100 km,37175,Blue / Black,"Five Dock, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Genesis,2022,GV70,SUV,2022 Genesis GV70 2.5T AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,10.3 L / 100 km,19945,Grey / Black,"Carlton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser VX (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,135018,White / Black,"Mackay, QLD",8 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Toyota,2020,Landcruiser,Ute / Tray,2020 Toyota Landcruiser 70 Series GXL,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,59987,Grey / -,"Jandakot, WA",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Land,2018,Rover,SUV,2018 Land Rover Range Rover Vogue SDV6 (202KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.9 L / 100 km,85523,White / Beige,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser Prado Kakadu (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,108660,Silver / Black,"Goulburn, NSW",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser GXL (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,49529,Grey / -,"Bentley, WA",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Maserati,2015,Granturismo,Lorbek Luxury Cars Melbourne,2015 Maserati Granturismo Sport,USED,Automatic,-,Rear,Premium,-,60394,Black / -,"Port Melbourne, VIC",-,Coupe,,,more than 70000 AUD
Porsche,2016,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,"6 cyl, 3.8 L",Rear,Premium,10.3 L / 100 km,23481,White / Black,"Blacktown, NSW",6 cyl,Coupe, 2 Doors, 2 Seats,more than 70000 AUD
Jeep,2019,Grand,Knox Ford & Jeep,2019 Jeep Grand Cherokee Summit,USED,Automatic,-,Other,Diesel,-,28537,Black / -,"Ferntree Gully, VIC",-,Wagon,,,more than 70000 AUD
Ford,2023,Everest,Maddington Hyundai,2023 Ford Everest Sport,USED,Automatic,-,Other,Diesel,-,100,Blue / -,"Maddington, WA",-,SUV,,,more than 70000 AUD
BMW,2021,X4,SUV,2021 BMW X4 Xdrive30I M Sport,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.4 L / 100 km,20000,White / -,"Ryde, NSW",4 cyl,SUV, 5 Doors, 5 Seats,more than 70000 AUD
Audi,2021,Q7,SUV,2021 Audi Q7 45 TDI Quattro Mhev,USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,7 L / 100 km,50174,Silver / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Evoque D180 R-Dynamic S (132KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.8 L / 100 km,59793,Silver / Silicon Silver,"Mulgrave, VIC",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Volvo,2022,XC90,SUV,2022 Volvo XC90 Ultimate B6 Dark Mhev,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.2 L / 100 km,12043,Blue / Black,"Geelong, VIC",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
BMW,2015,740I,Sedan,2015 BMW 740I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7 L / 100 km,68597,Blue / Black,"Waterloo, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2023,Landcruiser,SUV,2023 Toyota Landcruiser Prado VX Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,92,Black / Grey Leather,"Windsor, QLD",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Land,2017,Rover,SUV,2017 Land Rover Range Rover Sport SDV6 HSE,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7 L / 100 km,78872,Black / Ebony,"Concord, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser Prado VX,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,19569,Brown / -,"Pinelands, NT",4 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Hyundai,2022,Palisade,SUV,2022 Hyundai Palisade Highlander (8 Seat),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,10008,Brown / -,"Preston, VIC",4 cyl,SUV, 4 Doors, 8 Seats,more than 70000 AUD
Audi,2019,RS4,Wagon,2019 Audi RS4 Avant 2.9 Tfsi Tiptronic,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,8.9 L / 100 km,34660,Blue / Black,"Nunawading, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,more than 70000 AUD
Lexus,2020,RX450HL,SUV,2020 Lexus RX450HL Sport Luxury Hybrid (awd),USED,Automatic,"6 cyl, 3.5 L",AWD,Hybrid,6 L / 100 km,24884,Silver / Black,"MELBOURNE, VIC",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Land,2017,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2 L / 100 km,92365,Orange / Black,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Audi,2022,Q5,SUV,2022 Audi Q5 40 TDI Quattro Sport Mhev,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4 L / 100 km,4595,Grey / Black,"Zetland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2021,Landcruiser,SUV,2021 Toyota Landcruiser LC300 VX (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9 L / 100 km,21799,Black / Black Synthetic Leather,"Midland, WA",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Subaru,2020,WRX,Sedan,2020 Subaru WRX STI Spec R (wing) (awd),USED,Manual,"4 cyl, 2.5 L",AWD,Premium,11.2 L / 100 km,28714,Black / Cloth,"Blacktown, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,more than 70000 AUD
Land,2015,Rover,SUV,2015 Land Rover Range Rover Autobiography SDV8,USED,Automatic,"8 cyl, 4.4 L",AWD,Diesel,8.7 L / 100 km,187402,Black / -,"Minchinbury, NSW",8 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Ford,2022,Everest,SUV,2022 Ford Everest Sport (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,2413,Blue / -,"Cardiff, NSW",6 cyl,SUV, 4 Doors, 7 Seats,more than 70000 AUD
Isuzu,2022,D-MAX,Ute / Tray,2022 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,4100,Orange / Black,"Derwent Park, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Ferrari,2019,GTC4,Coupe,2019 Ferrari GTC4 Lusso (awd),USED,Automatic,"12 cyl, 6.3 L",AWD,Premium,15.3 L / 100 km,11480,Blue / Black,"Auburn, NSW",12 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Tesla,2023,Model,SUV,2023 Tesla Model Y Performance,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,160,Black / Standard Trim,"Maddington, WA",0 L,SUV, 5 Doors, 5 Seats,more than 70000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.8 L / 100 km,87700,Silver / Beige,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Ford,2013,F,USED Dealer ad,2013 Ford F 150,USED,-,-,Other,Unleaded,-,121828,Silver / Black,"Eagle Farm, QLD",-,Ute / Tray,,,more than 70000 AUD
Mercedes-Benz,2016,C63,Coupe,2016 Mercedes-Benz C63 S,USED,Automatic,"8 cyl, 4 L",Rear,Premium,8.7 L / 100 km,98438,White / -,"Homebush, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,more than 70000 AUD
Mercedes-Benz,2021,GLC,SUV,2021 Mercedes-Benz GLC 300 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,16210,Black / Black,"Chatswood, NSW",4 cyl,SUV, 4 Doors, 5 Seats,more than 70000 AUD
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,99062,White / -,"Bentley, WA",8 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Ram,2019,1500,Parramatta Motor Group (Thomson Ford) - Used,2019 Ram 1500 Laramie Crew Cab SWB,USED,Automatic,-,Other,Diesel,-,35742,White / Leather,"Granville, NSW",-,Ute / Tray,,,more than 70000 AUD
